#BEGIN: [Tue Aug  1 10:27:17 2023]
#HOST: mini30.local
#TIMELIMIT: 7200
#MEMLIMIT: 0
#FREQ: 10
#SOLVER: ddreconf230801-10h10m
#ARG1: benchmark/ISR-benchmark/exp_instance/IS_exp_instance005.col
#ARG2: benchmark/ISR-benchmark/exp_instance/IS_exp_instance005.dat
#COMMAND: /Users/soh/app/ddreconf230801-10h10m/ddreconf benchmark/ISR-benchmark/exp_instance/IS_exp_instance005.col --indset --stwidth --stfile=benchmark/ISR-benchmark/exp_instance/IS_exp_instance005.dat
Input graph file parsed. # of vertices = 65, # of edges = 402
s 1 8 14 21 27 34 40 47 53 60
t 7 13 14 21 27 34 40 47 53 60
Solution space ZDD construction start
Solution space ZDD construction end
Solution space ZDD construction time = 0.023509
Solution space ZDD size = 139
# of elements in the solution space = 4216790
Start computing the width of the solution space graph
Zs_1 construction time = 0.000072, # ZDD nodes = 22, # elems = 5
Zt_36 construction time = 0.000077, # ZDD nodes = 119, # elems = 65
Zs_37 construction time = 0.000096, # ZDD nodes = 151, # elems = 107
Zt_37 construction time = 0.000118, # ZDD nodes = 111, # elems = 58
Zs_38 construction time = 0.000126, # ZDD nodes = 140, # elems = 95
Zt_38 construction time = 0.000062, # ZDD nodes = 100, # elems = 47
Zs_39 construction time = 0.000075, # ZDD nodes = 131, # elems = 82
Zt_39 construction time = 0.000058, # ZDD nodes = 89, # elems = 37
Zs_40 construction time = 0.000082, # ZDD nodes = 119, # elems = 64
Zt_40 construction time = 0.000067, # ZDD nodes = 79, # elems = 32
Zs_41 construction time = 0.000082, # ZDD nodes = 108, # elems = 50
Zt_41 construction time = 0.000130, # ZDD nodes = 70, # elems = 26
Zs_42 construction time = 0.000122, # ZDD nodes = 100, # elems = 44
Zt_42 construction time = 0.000086, # ZDD nodes = 63, # elems = 20
Zs_43 construction time = 0.000119, # ZDD nodes = 92, # elems = 38
Zt_43 construction time = 0.000074, # ZDD nodes = 57, # elems = 17
Zs_44 construction time = 0.000105, # ZDD nodes = 85, # elems = 33
Zt_44 construction time = 0.000078, # ZDD nodes = 57, # elems = 17
Zs_45 construction time = 0.000113, # ZDD nodes = 84, # elems = 33
Zt_45 construction time = 0.000107, # ZDD nodes = 62, # elems = 19
Zs_46 construction time = 0.000205, # ZDD nodes = 88, # elems = 37
Zt_46 construction time = 0.000178, # ZDD nodes = 66, # elems = 21
Zs_47 construction time = 0.000119, # ZDD nodes = 93, # elems = 42
Zt_47 construction time = 0.000081, # ZDD nodes = 71, # elems = 24
Zs_48 construction time = 0.000112, # ZDD nodes = 97, # elems = 46
Zt_48 construction time = 0.000169, # ZDD nodes = 77, # elems = 28
Zs_49 construction time = 0.000098, # ZDD nodes = 102, # elems = 52
Zt_49 construction time = 0.000082, # ZDD nodes = 83, # elems = 31
Zs_50 construction time = 0.000093, # ZDD nodes = 108, # elems = 59
Zt_50 construction time = 0.000083, # ZDD nodes = 89, # elems = 33
Zs_51 construction time = 0.000100, # ZDD nodes = 114, # elems = 63
Zt_51 construction time = 0.000085, # ZDD nodes = 93, # elems = 36
Zs_52 construction time = 0.000101, # ZDD nodes = 120, # elems = 65
Zt_52 construction time = 0.000086, # ZDD nodes = 95, # elems = 39
Zs_53 construction time = 0.000108, # ZDD nodes = 124, # elems = 68
Zt_53 construction time = 0.000079, # ZDD nodes = 99, # elems = 40
Zs_54 construction time = 0.000103, # ZDD nodes = 126, # elems = 71
Zt_54 construction time = 0.000181, # ZDD nodes = 99, # elems = 40
Zs_55 construction time = 0.000096, # ZDD nodes = 126, # elems = 71
Zt_55 construction time = 0.000067, # ZDD nodes = 95, # elems = 39
Zs_56 construction time = 0.000186, # ZDD nodes = 124, # elems = 68
Zt_56 construction time = 0.000056, # ZDD nodes = 93, # elems = 37
Zs_57 construction time = 0.000083, # ZDD nodes = 120, # elems = 64
Zt_57 construction time = 0.000157, # ZDD nodes = 89, # elems = 35
Zs_58 construction time = 0.000073, # ZDD nodes = 118, # elems = 61
Zt_58 construction time = 0.000059, # ZDD nodes = 87, # elems = 32
Zs_59 construction time = 0.000089, # ZDD nodes = 116, # elems = 59
Zt_59 construction time = 0.000060, # ZDD nodes = 85, # elems = 30
Zs_60 construction time = 0.000084, # ZDD nodes = 115, # elems = 56
Zt_60 construction time = 0.000161, # ZDD nodes = 84, # elems = 31
Zs_61 construction time = 0.000095, # ZDD nodes = 113, # elems = 54
Zt_61 construction time = 0.000078, # ZDD nodes = 82, # elems = 32
Zs_62 construction time = 0.000097, # ZDD nodes = 112, # elems = 55
Zt_62 construction time = 0.000169, # ZDD nodes = 84, # elems = 32
Zs_63 construction time = 0.000099, # ZDD nodes = 113, # elems = 57
Zt_63 construction time = 0.000090, # ZDD nodes = 85, # elems = 32
Zs_64 construction time = 0.000104, # ZDD nodes = 115, # elems = 60
Zt_64 construction time = 0.000083, # ZDD nodes = 87, # elems = 32
Zs_65 construction time = 0.000099, # ZDD nodes = 116, # elems = 63
Zt_65 construction time = 0.000080, # ZDD nodes = 89, # elems = 33
Zs_66 construction time = 0.000096, # ZDD nodes = 118, # elems = 64
Zt_66 construction time = 0.000073, # ZDD nodes = 93, # elems = 36
Zs_67 construction time = 0.000105, # ZDD nodes = 120, # elems = 65
Zt_67 construction time = 0.000077, # ZDD nodes = 95, # elems = 39
Zs_68 construction time = 0.000089, # ZDD nodes = 124, # elems = 68
Zt_68 construction time = 0.000109, # ZDD nodes = 99, # elems = 40
Zs_69 construction time = 0.000095, # ZDD nodes = 126, # elems = 71
Zt_69 construction time = 0.000077, # ZDD nodes = 99, # elems = 40
Zs_70 construction time = 0.000089, # ZDD nodes = 126, # elems = 71
Zt_70 construction time = 0.000065, # ZDD nodes = 95, # elems = 39
Zs_71 construction time = 0.000181, # ZDD nodes = 124, # elems = 68
Zt_71 construction time = 0.000058, # ZDD nodes = 93, # elems = 37
Zs_72 construction time = 0.000128, # ZDD nodes = 120, # elems = 64
Zt_72 construction time = 0.000064, # ZDD nodes = 89, # elems = 35
Zs_73 construction time = 0.000167, # ZDD nodes = 118, # elems = 61
Zt_73 construction time = 0.000061, # ZDD nodes = 87, # elems = 32
Zs_74 construction time = 0.000077, # ZDD nodes = 116, # elems = 59
Zt_74 construction time = 0.000061, # ZDD nodes = 85, # elems = 30
Zs_75 construction time = 0.000087, # ZDD nodes = 115, # elems = 56
Zt_75 construction time = 0.000073, # ZDD nodes = 84, # elems = 31
Zs_76 construction time = 0.000097, # ZDD nodes = 115, # elems = 55
Zt_76 construction time = 0.000082, # ZDD nodes = 84, # elems = 33
Zs_77 construction time = 0.000202, # ZDD nodes = 117, # elems = 59
Zt_77 construction time = 0.000093, # ZDD nodes = 89, # elems = 35
Zs_78 construction time = 0.000125, # ZDD nodes = 121, # elems = 65
Zt_78 construction time = 0.000105, # ZDD nodes = 93, # elems = 37
Zs_79 construction time = 0.000125, # ZDD nodes = 126, # elems = 71
Zt_79 construction time = 0.000103, # ZDD nodes = 98, # elems = 40
Zs_80 construction time = 0.000217, # ZDD nodes = 130, # elems = 77
Zt_80 construction time = 0.000107, # ZDD nodes = 102, # elems = 44
Zs_81 construction time = 0.000174, # ZDD nodes = 135, # elems = 84
Zt_81 construction time = 0.000101, # ZDD nodes = 108, # elems = 48
Zs_82 construction time = 0.000120, # ZDD nodes = 139, # elems = 91
Zt_82 construction time = 0.000103, # ZDD nodes = 112, # elems = 52
Zs_83 construction time = 0.000124, # ZDD nodes = 147, # elems = 97
Zt_83 construction time = 0.000145, # ZDD nodes = 119, # elems = 56
Zs_84 construction time = 0.000288, # ZDD nodes = 154, # elems = 103
Zt_84 construction time = 0.000107, # ZDD nodes = 124, # elems = 59
Zs_85 construction time = 0.000174, # ZDD nodes = 161, # elems = 108
Zt_85 construction time = 0.000112, # ZDD nodes = 128, # elems = 60
Zs_86 construction time = 0.000271, # ZDD nodes = 164, # elems = 110
Zt_86 construction time = 0.000131, # ZDD nodes = 129, # elems = 59
Zs_87 construction time = 0.000429, # ZDD nodes = 171, # elems = 109
Zt_87 construction time = 0.000120, # ZDD nodes = 131, # elems = 57
Zs_88 construction time = 0.000368, # ZDD nodes = 175, # elems = 108
Zt_88 construction time = 0.000167, # ZDD nodes = 131, # elems = 54
Zs_89 construction time = 0.000225, # ZDD nodes = 178, # elems = 108
Zt_89 construction time = 0.000359, # ZDD nodes = 126, # elems = 50
Zs_90 construction time = 0.000198, # ZDD nodes = 178, # elems = 105
Zt_90 construction time = 0.000126, # ZDD nodes = 122, # elems = 49
Zs_91 construction time = 0.000177, # ZDD nodes = 176, # elems = 98
Zt_91 construction time = 0.000127, # ZDD nodes = 121, # elems = 51
Zs_92 construction time = 0.000183, # ZDD nodes = 175, # elems = 94
Zt_92 construction time = 0.000314, # ZDD nodes = 116, # elems = 51
Zs_93 construction time = 0.000180, # ZDD nodes = 173, # elems = 95
Zt_93 construction time = 0.000211, # ZDD nodes = 110, # elems = 48
Zs_94 construction time = 0.000355, # ZDD nodes = 167, # elems = 95
Zt_94 construction time = 0.000116, # ZDD nodes = 104, # elems = 45
Zs_95 construction time = 0.000154, # ZDD nodes = 159, # elems = 91
Zt_95 construction time = 0.000101, # ZDD nodes = 99, # elems = 44
Zs_96 construction time = 0.000141, # ZDD nodes = 149, # elems = 86
Zt_96 construction time = 0.000182, # ZDD nodes = 92, # elems = 44
Zs_97 construction time = 0.000116, # ZDD nodes = 141, # elems = 83
Zt_97 construction time = 0.000081, # ZDD nodes = 87, # elems = 43
Zs_98 construction time = 0.000104, # ZDD nodes = 132, # elems = 80
Zt_98 construction time = 0.000075, # ZDD nodes = 79, # elems = 41
Zs_99 construction time = 0.000092, # ZDD nodes = 125, # elems = 75
Zt_99 construction time = 0.000063, # ZDD nodes = 71, # elems = 39
Zs_100 construction time = 0.000085, # ZDD nodes = 115, # elems = 68
Zt_100 construction time = 0.000052, # ZDD nodes = 66, # elems = 36
Zs_101 construction time = 0.000069, # ZDD nodes = 106, # elems = 60
Zt_101 construction time = 0.000048, # ZDD nodes = 59, # elems = 32
Zs_102 construction time = 0.000056, # ZDD nodes = 100, # elems = 53
Zt_102 construction time = 0.000084, # ZDD nodes = 53, # elems = 27
Zs_103 construction time = 0.000108, # ZDD nodes = 90, # elems = 47
Zt_103 construction time = 0.000073, # ZDD nodes = 48, # elems = 21
Zs_104 construction time = 0.000064, # ZDD nodes = 83, # elems = 39
Zt_104 construction time = 0.000044, # ZDD nodes = 44, # elems = 17
Zs_105 construction time = 0.000072, # ZDD nodes = 76, # elems = 30
Zt_105 construction time = 0.000028, # ZDD nodes = 38, # elems = 15
Zs_106 construction time = 0.000081, # ZDD nodes = 71, # elems = 25
Zt_106 construction time = 0.000040, # ZDD nodes = 36, # elems = 12
Zs_107 construction time = 0.000075, # ZDD nodes = 67, # elems = 24
Zt_107 construction time = 0.000049, # ZDD nodes = 32, # elems = 9
Zs_108 construction time = 0.000072, # ZDD nodes = 66, # elems = 24
Zt_108 construction time = 0.000034, # ZDD nodes = 30, # elems = 8
Zs_109 construction time = 0.000076, # ZDD nodes = 67, # elems = 24
Zt_109 construction time = 0.000034, # ZDD nodes = 32, # elems = 9
Zs_110 construction time = 0.000079, # ZDD nodes = 69, # elems = 24
Zt_110 construction time = 0.000040, # ZDD nodes = 36, # elems = 12
Zs_111 construction time = 0.000079, # ZDD nodes = 71, # elems = 25
Zt_111 construction time = 0.000047, # ZDD nodes = 38, # elems = 15
Zs_112 construction time = 0.000072, # ZDD nodes = 75, # elems = 28
Zt_112 construction time = 0.000041, # ZDD nodes = 42, # elems = 16
Zs_113 construction time = 0.000090, # ZDD nodes = 77, # elems = 31
Zt_113 construction time = 0.000042, # ZDD nodes = 42, # elems = 16
Zs_114 construction time = 0.000073, # ZDD nodes = 81, # elems = 32
Zt_114 construction time = 0.000031, # ZDD nodes = 42, # elems = 16
Zs_115 construction time = 0.000071, # ZDD nodes = 81, # elems = 32
Zt_115 construction time = 0.000036, # ZDD nodes = 42, # elems = 16
Zs_116 construction time = 0.000061, # ZDD nodes = 81, # elems = 32
Zt_116 construction time = 0.000031, # ZDD nodes = 42, # elems = 16
Zs_117 construction time = 0.000057, # ZDD nodes = 81, # elems = 32
Zt_117 construction time = 0.000029, # ZDD nodes = 42, # elems = 16
Zs_118 construction time = 0.000056, # ZDD nodes = 77, # elems = 31
Zt_118 construction time = 0.000031, # ZDD nodes = 42, # elems = 16
Zs_119 construction time = 0.000053, # ZDD nodes = 75, # elems = 28
Zt_119 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_120 construction time = 0.000057, # ZDD nodes = 71, # elems = 25
Zt_120 construction time = 0.000032, # ZDD nodes = 38, # elems = 15
Zs_121 construction time = 0.000055, # ZDD nodes = 65, # elems = 23
Zt_121 construction time = 0.000028, # ZDD nodes = 36, # elems = 12
Zs_122 construction time = 0.000053, # ZDD nodes = 59, # elems = 20
Zt_122 construction time = 0.000031, # ZDD nodes = 32, # elems = 9
Zs_123 construction time = 0.000056, # ZDD nodes = 53, # elems = 16
Zt_123 construction time = 0.000030, # ZDD nodes = 26, # elems = 7
Zs_124 construction time = 0.000113, # ZDD nodes = 48, # elems = 13
Zt_124 construction time = 0.000025, # ZDD nodes = 23, # elems = 5
Zs_125 construction time = 0.000086, # ZDD nodes = 44, # elems = 12
Zt_125 construction time = 0.000031, # ZDD nodes = 20, # elems = 4
Zs_126 construction time = 0.000171, # ZDD nodes = 44, # elems = 12
Zt_126 construction time = 0.000029, # ZDD nodes = 20, # elems = 4
Zs_127 construction time = 0.000071, # ZDD nodes = 48, # elems = 13
Zt_127 construction time = 0.000156, # ZDD nodes = 23, # elems = 5
Zs_128 construction time = 0.000077, # ZDD nodes = 53, # elems = 16
Zt_128 construction time = 0.000040, # ZDD nodes = 26, # elems = 7
Zs_129 construction time = 0.000072, # ZDD nodes = 59, # elems = 20
Zt_129 construction time = 0.000043, # ZDD nodes = 32, # elems = 9
Zs_130 construction time = 0.000086, # ZDD nodes = 65, # elems = 23
Zt_130 construction time = 0.000052, # ZDD nodes = 36, # elems = 12
Zs_131 construction time = 0.000086, # ZDD nodes = 71, # elems = 25
Zt_131 construction time = 0.000044, # ZDD nodes = 38, # elems = 15
Zs_132 construction time = 0.000087, # ZDD nodes = 75, # elems = 28
Zt_132 construction time = 0.000039, # ZDD nodes = 42, # elems = 16
Zs_133 construction time = 0.000078, # ZDD nodes = 77, # elems = 31
Zt_133 construction time = 0.000043, # ZDD nodes = 42, # elems = 16
Zs_134 construction time = 0.000077, # ZDD nodes = 81, # elems = 32
Zt_134 construction time = 0.000034, # ZDD nodes = 42, # elems = 16
Zs_135 construction time = 0.000079, # ZDD nodes = 81, # elems = 32
Zt_135 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_136 construction time = 0.000063, # ZDD nodes = 81, # elems = 32
Zt_136 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_137 construction time = 0.000294, # ZDD nodes = 81, # elems = 32
Zt_137 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_138 construction time = 0.000053, # ZDD nodes = 77, # elems = 31
Zt_138 construction time = 0.000029, # ZDD nodes = 42, # elems = 16
Zs_139 construction time = 0.000048, # ZDD nodes = 75, # elems = 28
Zt_139 construction time = 0.000029, # ZDD nodes = 42, # elems = 16
Zs_140 construction time = 0.000054, # ZDD nodes = 71, # elems = 25
Zt_140 construction time = 0.000043, # ZDD nodes = 38, # elems = 15
Zs_141 construction time = 0.000073, # ZDD nodes = 69, # elems = 24
Zt_141 construction time = 0.000024, # ZDD nodes = 36, # elems = 12
Zs_142 construction time = 0.000062, # ZDD nodes = 67, # elems = 24
Zt_142 construction time = 0.000036, # ZDD nodes = 32, # elems = 9
Zs_143 construction time = 0.000077, # ZDD nodes = 66, # elems = 24
Zt_143 construction time = 0.000036, # ZDD nodes = 30, # elems = 8
Zs_144 construction time = 0.000079, # ZDD nodes = 67, # elems = 24
Zt_144 construction time = 0.000033, # ZDD nodes = 32, # elems = 9
Zs_145 construction time = 0.000082, # ZDD nodes = 69, # elems = 24
Zt_145 construction time = 0.000040, # ZDD nodes = 36, # elems = 12
Zs_146 construction time = 0.000078, # ZDD nodes = 71, # elems = 25
Zt_146 construction time = 0.000049, # ZDD nodes = 38, # elems = 15
Zs_147 construction time = 0.000076, # ZDD nodes = 75, # elems = 28
Zt_147 construction time = 0.000045, # ZDD nodes = 42, # elems = 16
Zs_148 construction time = 0.000078, # ZDD nodes = 77, # elems = 31
Zt_148 construction time = 0.000043, # ZDD nodes = 42, # elems = 16
Zs_149 construction time = 0.000072, # ZDD nodes = 81, # elems = 32
Zt_149 construction time = 0.000035, # ZDD nodes = 42, # elems = 16
Zs_150 construction time = 0.000076, # ZDD nodes = 81, # elems = 32
Zt_150 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_151 construction time = 0.000059, # ZDD nodes = 81, # elems = 32
Zt_151 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_152 construction time = 0.000056, # ZDD nodes = 81, # elems = 32
Zt_152 construction time = 0.000033, # ZDD nodes = 42, # elems = 16
Zs_153 construction time = 0.000059, # ZDD nodes = 77, # elems = 31
Zt_153 construction time = 0.000031, # ZDD nodes = 42, # elems = 16
Zs_154 construction time = 0.000051, # ZDD nodes = 75, # elems = 28
Zt_154 construction time = 0.000030, # ZDD nodes = 42, # elems = 16
Zs_155 construction time = 0.000063, # ZDD nodes = 71, # elems = 25
Zt_155 construction time = 0.000031, # ZDD nodes = 38, # elems = 15
Zs_156 construction time = 0.000180, # ZDD nodes = 69, # elems = 24
Zt_156 construction time = 0.000028, # ZDD nodes = 36, # elems = 12
Zs_157 construction time = 0.000064, # ZDD nodes = 67, # elems = 24
Zt_157 construction time = 0.000034, # ZDD nodes = 32, # elems = 9
Zs_158 construction time = 0.000076, # ZDD nodes = 66, # elems = 24
Zt_158 construction time = 0.000034, # ZDD nodes = 30, # elems = 8
Zs_159 construction time = 0.000191, # ZDD nodes = 69, # elems = 25
Zt_159 construction time = 0.000034, # ZDD nodes = 32, # elems = 9
Zs_160 construction time = 0.000099, # ZDD nodes = 75, # elems = 28
Zt_160 construction time = 0.000044, # ZDD nodes = 36, # elems = 12
Zs_161 construction time = 0.000103, # ZDD nodes = 82, # elems = 33
Zt_161 construction time = 0.000048, # ZDD nodes = 40, # elems = 16
Zs_162 construction time = 0.000123, # ZDD nodes = 92, # elems = 41
Zt_162 construction time = 0.000072, # ZDD nodes = 48, # elems = 20
Zs_163 construction time = 0.000374, # ZDD nodes = 101, # elems = 52
Zt_163 construction time = 0.000066, # ZDD nodes = 55, # elems = 24
Zs_164 construction time = 0.000148, # ZDD nodes = 115, # elems = 64
Zt_164 construction time = 0.000072, # ZDD nodes = 65, # elems = 29
Zs_165 construction time = 0.000173, # ZDD nodes = 129, # elems = 75
Zt_165 construction time = 0.000094, # ZDD nodes = 74, # elems = 36
Zs_166 construction time = 0.000182, # ZDD nodes = 144, # elems = 86
Zt_166 construction time = 0.000218, # ZDD nodes = 84, # elems = 44
Zs_167 construction time = 0.000211, # ZDD nodes = 154, # elems = 99
Zt_167 construction time = 0.000231, # ZDD nodes = 94, # elems = 51
Zs_168 construction time = 0.000249, # ZDD nodes = 162, # elems = 110
Zt_168 construction time = 0.000140, # ZDD nodes = 106, # elems = 57
Zs_169 construction time = 0.000201, # ZDD nodes = 167, # elems = 115
Zt_169 construction time = 0.000163, # ZDD nodes = 118, # elems = 64
Zs_170 construction time = 0.000203, # ZDD nodes = 171, # elems = 117
Zt_170 construction time = 0.000195, # ZDD nodes = 128, # elems = 69
Zs_171 construction time = 0.000422, # ZDD nodes = 173, # elems = 120
Reconf seq found. Shortest length = 341
Zt_171 construction time = 0.000407, # ZDD nodes = 134, # elems = 70
Zs_172 construction time = 0.000190, # ZDD nodes = 177, # elems = 121
Zt_172 construction time = 0.000167, # ZDD nodes = 141, # elems = 70
Zs_173 construction time = 0.000179, # ZDD nodes = 179, # elems = 118
Zt_173 construction time = 0.000160, # ZDD nodes = 143, # elems = 71
Zs_174 construction time = 0.000179, # ZDD nodes = 184, # elems = 113
Zt_174 construction time = 0.000162, # ZDD nodes = 149, # elems = 75
Zs_175 construction time = 0.000203, # ZDD nodes = 186, # elems = 108
Zt_175 construction time = 0.000166, # ZDD nodes = 157, # elems = 81
Zs_176 construction time = 0.000174, # ZDD nodes = 190, # elems = 107
Zt_176 construction time = 0.000191, # ZDD nodes = 163, # elems = 87
Zs_177 construction time = 0.000171, # ZDD nodes = 195, # elems = 108
Zt_177 construction time = 0.000199, # ZDD nodes = 170, # elems = 91
Zs_178 construction time = 0.000396, # ZDD nodes = 200, # elems = 108
Zt_178 construction time = 0.000198, # ZDD nodes = 179, # elems = 94
Zs_179 construction time = 0.000193, # ZDD nodes = 205, # elems = 108
Zt_179 construction time = 0.000194, # ZDD nodes = 183, # elems = 99
Zs_180 construction time = 0.000200, # ZDD nodes = 213, # elems = 109
Zt_180 construction time = 0.000404, # ZDD nodes = 187, # elems = 103
Zs_181 construction time = 0.000207, # ZDD nodes = 219, # elems = 113
Zt_181 construction time = 0.000193, # ZDD nodes = 187, # elems = 103
Zs_182 construction time = 0.000219, # ZDD nodes = 224, # elems = 119
Zt_182 construction time = 0.000186, # ZDD nodes = 185, # elems = 101
Zs_183 construction time = 0.000234, # ZDD nodes = 226, # elems = 122
Zt_183 construction time = 0.000390, # ZDD nodes = 185, # elems = 101
Zs_184 construction time = 0.000453, # ZDD nodes = 225, # elems = 122
Zt_184 construction time = 0.000175, # ZDD nodes = 183, # elems = 103
Zs_185 construction time = 0.000246, # ZDD nodes = 225, # elems = 124
Zt_185 construction time = 0.000180, # ZDD nodes = 182, # elems = 102
Zs_186 construction time = 0.000243, # ZDD nodes = 223, # elems = 127
Zt_186 construction time = 0.000613, # ZDD nodes = 178, # elems = 98
Zs_187 construction time = 0.000465, # ZDD nodes = 222, # elems = 126
